threshold,TPR,FPR
0.0,1.0,1.0
0.01,1.0,1.0
0.02,1.0,1.0
0.03,0.9636363636363636,0.37330147827385396
0.04,0.9090909090909091,0.21950126922502614
0.05,0.896969696969697,0.20113483649395253
0.06,0.8848484848484849,0.1709720770494251
0.07,0.8848484848484849,0.1694788711363297
0.08,0.8818181818181818,0.16395400925787665
0.09,0.8787878787878788,0.16365536807525757
0.1,0.7515151515151515,0.10034343736001194
0.11,0.7515151515151515,0.09959683440346424
0.12,0.6666666666666666,0.08018515753322383
0.13,0.6575757575757576,0.07809466925489025
0.14,0.6212121212121212,0.06629834254143646
0.15,0.6,0.061669404210840675
0.16,0.5969696969696969,0.05942959534119755
0.17,0.5969696969696969,0.05942959534119755
0.18,0.5969696969696969,0.057936389428102135
0.19,0.593939393939394,0.056891145288935345
0.2,0.5909090909090909,0.05614454233238764
0.21,0.5878787878787879,0.05360609228012543
0.22,0.5575757575757576,0.041511124384052564
0.23,0.5272727272727272,0.03718082723607585
0.24,0.4818181818181818,0.0337464536359564
0.25,0.4636363636363636,0.024637897566074363
0.26,0.44242424242424244,0.024189935792145737
0.27,0.4121212121212121,0.02254740928774078
0.28,0.40606060606060607,0.021950126922502613
0.29,0.396969696969697,0.02150216514857399
0.3,0.3939393939393939,0.021352844557264446
0.31,0.3878787878787879,0.020904882783335823
0.32,0.38181818181818183,0.01971031805285949
0.33,0.36666666666666664,0.015230700313573242
0.34,0.35454545454545455,0.013588173809168285
0.35,0.3303030303030303,0.011497685530834701
0.36,0.31212121212121213,0.01119904434821562
0.37,0.2818181818181818,0.008063311930715246
0.38,0.26666666666666666,0.007316708974167537
0.39,0.23030303030303031,0.006719426608929371
0.4,0.22727272727272727,0.00657010601761983
0.41,0.22727272727272727,0.00657010601761983
0.42,0.22424242424242424,0.0062714648350007465
0.43,0.2,0.006122144243691205
0.44,0.1787878787878788,0.0037330147827385396
0.45,0.0,0.0
0.46,0.0,0.0
0.47,0.0,0.0
0.48,0.0,0.0
0.49,0.0,0.0
0.5,0.0,0.0
0.51,0.0,0.0
0.52,0.0,0.0
0.53,0.0,0.0
0.54,0.0,0.0
0.55,0.0,0.0
0.56,0.0,0.0
0.57,0.0,0.0
0.58,0.0,0.0
0.59,0.0,0.0
0.6,0.0,0.0
0.61,0.0,0.0
0.62,0.0,0.0
0.63,0.0,0.0
0.64,0.0,0.0
0.65,0.0,0.0
0.66,0.0,0.0
0.67,0.0,0.0
0.68,0.0,0.0
0.69,0.0,0.0
0.7,0.0,0.0
0.71,0.0,0.0
0.72,0.0,0.0
0.73,0.0,0.0
0.74,0.0,0.0
0.75,0.0,0.0
0.76,0.0,0.0
0.77,0.0,0.0
0.78,0.0,0.0
0.79,0.0,0.0
0.8,0.0,0.0
0.81,0.0,0.0
0.82,0.0,0.0
0.83,0.0,0.0
0.84,0.0,0.0
0.85,0.0,0.0
0.86,0.0,0.0
0.87,0.0,0.0
0.88,0.0,0.0
0.89,0.0,0.0
0.9,0.0,0.0
0.91,0.0,0.0
0.92,0.0,0.0
0.93,0.0,0.0
0.94,0.0,0.0
0.95,0.0,0.0
0.96,0.0,0.0
0.97,0.0,0.0
0.98,0.0,0.0
0.99,0.0,0.0
1.0,0.0,0.0
1.01,0.0,0.0
