threshold,TPR,FPR
0.0,1.0,1.0
0.01,1.0,1.0
0.02,1.0,1.0
0.03,0.8358974358974359,0.35844257483858344
0.04,0.7717948717948718,0.2545490119350421
0.05,0.7333333333333333,0.2083740950890237
0.06,0.7153846153846154,0.1776560360007826
0.07,0.6923076923076923,0.15417726472314616
0.08,0.6743589743589744,0.13695949911954608
0.09,0.6512820512820513,0.12737233418117785
0.1,0.6256410256410256,0.11426335355116415
0.11,0.6,0.10389356290354138
0.12,0.5820512820512821,0.09430639796517315
0.13,0.5641025641025641,0.08961064370964586
0.14,0.558974358974359,0.08393660731755039
0.15,0.5384615384615384,0.07865388378008217
0.16,0.5307692307692308,0.0761103502250049
0.17,0.5128205128205128,0.07043631383290941
0.18,0.5102564102564102,0.06574055957738212
0.19,0.5025641025641026,0.06124046174916846
0.2,0.4846153846153846,0.057522989630209354
0.21,0.46923076923076923,0.05400117393856388
0.22,0.4641025641025641,0.0498923889649775
0.23,0.45384615384615384,0.04617491684601839
0.24,0.441025641025641,0.04187047544511837
0.25,0.4282051282051282,0.04050088045392291
0.26,0.4,0.03737037761690472
0.27,0.38974358974358975,0.035218156916454704
0.28,0.3769230769230769,0.03345724907063197
0.29,0.36923076923076925,0.03247896693406378
0.3,0.3435897435897436,0.030913715515554687
0.31,0.3230769230769231,0.029544120524359226
0.32,0.32051282051282054,0.028174525533163765
0.33,0.3076923076923077,0.02700058696928194
0.34,0.29743589743589743,0.02563099197808648
0.35,0.2846153846153846,0.024457053414204656
0.36,0.2794871794871795,0.024261396986891018
0.37,0.27692307692307694,0.022500489141068284
0.38,0.26153846153846155,0.021522207004500096
0.39,0.25384615384615383,0.020152612013304635
0.4,0.24358974358974358,0.01936998630405009
0.41,0.2358974358974359,0.018783017022109175
0.42,0.23333333333333334,0.018196047740168263
0.43,0.22564102564102564,0.01780473488554099
0.44,0.22564102564102564,0.01702210917628644
0.45,0.2205128205128205,0.016043827039718253
0.46,0.2076923076923077,0.015261201330463705
0.47,0.20256410256410257,0.01486988847583643
0.48,0.18974358974358974,0.014478575621209158
0.49,0.17692307692307693,0.013891606339268244
0.5,0.16666666666666666,0.01350029348464097
0.51,0.1641025641025641,0.012717667775386422
0.52,0.15897435897435896,0.012326354920759147
0.53,0.15384615384615385,0.011543729211504598
0.54,0.14358974358974358,0.010565447074936412
0.55,0.14102564102564102,0.00919585208374095
0.56,0.1358974358974359,0.008217569947172765
0.57,0.13333333333333333,0.00782625709254549
0.58,0.12307692307692308,0.007434944237918215
0.59,0.11794871794871795,0.007239287810604579
0.6,0.11538461538461539,0.006847974955977304
0.61,0.11538461538461539,0.006456662101350029
0.62,0.11538461538461539,0.005674036392095481
0.63,0.09743589743589744,0.005478379964781843
0.64,0.08974358974358974,0.005478379964781843
0.65,0.08717948717948718,0.005087067110154568
0.66,0.08461538461538462,0.004891410682840931
0.67,0.08205128205128205,0.00430444140090002
0.68,0.07435897435897436,0.004108784973586382
0.69,0.07179487179487179,0.003913128546272745
0.7,0.0641025641025641,0.0037174721189591076
0.71,0.06153846153846154,0.0037174721189591076
0.72,0.05641025641025641,0.0035218156916454707
0.73,0.05384615384615385,0.0033261592643318333
0.74,0.046153846153846156,0.0033261592643318333
0.75,0.04358974358974359,0.0027391899823909216
0.76,0.04358974358974359,0.002347877127763647
0.77,0.04358974358974359,0.002347877127763647
0.78,0.04358974358974359,0.00215222070045001
0.79,0.041025641025641026,0.0017609078458227353
0.8,0.038461538461538464,0.0013695949911954608
0.81,0.03333333333333333,0.0011739385638818234
0.82,0.03333333333333333,0.0011739385638818234
0.83,0.03076923076923077,0.0011739385638818234
0.84,0.03076923076923077,0.0011739385638818234
0.85,0.023076923076923078,0.000782625709254549
0.86,0.020512820512820513,0.0005869692819409117
0.87,0.017948717948717947,0.0003913128546272745
0.88,0.01282051282051282,0.0003913128546272745
0.89,0.007692307692307693,0.00019565642731363725
0.9,0.005128205128205128,0.00019565642731363725
0.91,0.005128205128205128,0.00019565642731363725
0.92,0.005128205128205128,0.0
0.93,0.002564102564102564,0.0
0.94,0.0,0.0
0.95,0.0,0.0
0.96,0.0,0.0
0.97,0.0,0.0
0.98,0.0,0.0
0.99,0.0,0.0
1.0,0.0,0.0
1.01,0.0,0.0
