threshold,TPR,FPR
0.0,1.0,1.0
0.01,1.0,1.0
0.02,1.0,1.0
0.03,0.8432304038004751,0.31545911047345765
0.04,0.7648456057007126,0.23493543758967
0.05,0.7078384798099763,0.19117647058823528
0.06,0.665083135391924,0.16893830703012913
0.07,0.6342042755344418,0.15136298421807748
0.08,0.6104513064133017,0.1357604017216643
0.09,0.5961995249406176,0.125896700143472
0.1,0.5795724465558195,0.1171090387374462
0.11,0.5724465558194775,0.11047345767575323
0.12,0.5581947743467933,0.10365853658536585
0.13,0.5463182897862233,0.0979196556671449
0.14,0.5368171021377672,0.0937948350071736
0.15,0.5201900237529691,0.0896700143472023
0.16,0.505938242280285,0.08375179340028695
0.17,0.48931116389548696,0.07855093256814921
0.18,0.4750593824228028,0.07478479196556671
0.19,0.4679334916864608,0.07191535150645624
0.2,0.4489311163895487,0.06796987087517933
0.21,0.43942992874109266,0.06599713055954089
0.22,0.4251781472684085,0.06133428981348637
0.23,0.41330166270783847,0.05703012912482066
0.24,0.39429928741092635,0.05434002869440459
0.25,0.38004750593824227,0.051111908177905306
0.26,0.36342042755344417,0.04842180774748924
0.27,0.3515439429928741,0.04537302725968436
0.28,0.34679334916864607,0.0428622668579627
0.29,0.332541567695962,0.040530846484935434
0.3,0.32304038004750596,0.03945480631276901
0.31,0.3182897862232779,0.03730272596843615
0.32,0.2992874109263658,0.036047345767575324
0.33,0.28741092636579574,0.03443328550932568
0.34,0.2826603325415677,0.032639885222381634
0.35,0.2755344418052256,0.03084648493543759
0.36,0.27078384798099764,0.03012912482065997
0.37,0.2684085510688836,0.029591104734576757
0.38,0.26365795724465557,0.02815638450502152
0.39,0.2589073634204275,0.02582496413199426
0.4,0.25653206650831356,0.025107604017216643
0.41,0.23990498812351543,0.02456958393113343
0.42,0.23515439429928742,0.02385222381635581
0.43,0.2327790973871734,0.023134863701578193
0.44,0.21377672209026127,0.022058823529411766
0.45,0.19714964370546317,0.02080344332855093
0.46,0.1876484560570071,0.020086083213773313
0.47,0.17339667458432304,0.019368723098995694
0.48,0.16389548693586697,0.018651362984218076
0.49,0.15914489311163896,0.017754662840746054
0.5,0.15676959619952494,0.01685796269727403
0.51,0.1496437054631829,0.016319942611190817
0.52,0.14251781472684086,0.015781922525107604
0.53,0.1377672209026128,0.015064562410329985
0.54,0.13539192399049882,0.014347202295552367
0.55,0.1330166270783848,0.013629842180774749
0.56,0.12589073634204276,0.013450502152080344
0.57,0.12114014251781473,0.01327116212338594
0.58,0.12114014251781473,0.01291248206599713
0.59,0.11401425178147269,0.012195121951219513
0.6,0.10688836104513064,0.01129842180774749
0.61,0.1021377672209026,0.010401721664275465
0.62,0.0997624703087886,0.009325681492109038
0.63,0.09263657957244656,0.009146341463414634
0.64,0.08788598574821853,0.008787661406025825
0.65,0.08788598574821853,0.00824964131994261
0.66,0.08788598574821853,0.008070301291248206
0.67,0.08788598574821853,0.007890961262553802
0.68,0.0831353919239905,0.007532281205164993
0.69,0.08076009501187649,0.007173601147776184
0.7,0.07600950118764846,0.006994261119081779
0.71,0.07363420427553444,0.006456241032998565
0.72,0.06413301662707839,0.005738880918220947
0.73,0.05938242280285035,0.005380200860832138
0.74,0.05463182897862233,0.005021520803443328
0.75,0.052256532066508314,0.00430416068866571
0.76,0.04513064133016627,0.0037661406025824963
0.77,0.040380047505938245,0.003586800573888092
0.78,0.040380047505938245,0.0028694404591104736
0.79,0.03800475059382423,0.0023314203730272595
0.8,0.035629453681710214,0.002152080344332855
0.81,0.0332541567695962,0.0019727403156384504
0.82,0.030878859857482184,0.0019727403156384504
0.83,0.028503562945368172,0.0019727403156384504
0.84,0.023752969121140142,0.0014347202295552368
0.85,0.023752969121140142,0.0014347202295552368
0.86,0.023752969121140142,0.0014347202295552368
0.87,0.0166270783847981,0.000896700143472023
0.88,0.014251781472684086,0.000896700143472023
0.89,0.007125890736342043,0.0007173601147776184
0.9,0.007125890736342043,0.0007173601147776184
0.91,0.004750593824228029,0.0005380200860832137
0.92,0.004750593824228029,0.0003586800573888092
0.93,0.004750593824228029,0.0001793400286944046
0.94,0.0,0.0
0.95,0.0,0.0
0.96,0.0,0.0
0.97,0.0,0.0
0.98,0.0,0.0
0.99,0.0,0.0
1.0,0.0,0.0
1.01,0.0,0.0
