threshold,TPR,FPR
0.0,1.0,1.0
0.01,0.5538461538461539,0.1506554490315007
0.02,0.5538461538461539,0.14791625904910977
0.03,0.5538461538461539,0.14732928976716886
0.04,0.5538461538461539,0.14380747407552338
0.05,0.5538461538461539,0.1434161612208961
0.06,0.5538461538461539,0.14067697123850517
0.07,0.5538461538461539,0.14067697123850517
0.08,0.5538461538461539,0.1402856583838779
0.09,0.5538461538461539,0.1402856583838779
0.1,0.5538461538461539,0.14009000195656426
0.11,0.4794871794871795,0.10252396791234591
0.12,0.4794871794871795,0.10213265505771865
0.13,0.4794871794871795,0.10213265505771865
0.14,0.4794871794871795,0.10213265505771865
0.15,0.4794871794871795,0.10213265505771865
0.16,0.4794871794871795,0.10213265505771865
0.17,0.4794871794871795,0.10174134220309138
0.18,0.4794871794871795,0.10174134220309138
0.19,0.4794871794871795,0.10174134220309138
0.2,0.4794871794871795,0.10174134220309138
0.21,0.41794871794871796,0.0766973195069458
0.22,0.41794871794871796,0.0766973195069458
0.23,0.41794871794871796,0.0766973195069458
0.24,0.41794871794871796,0.0766973195069458
0.25,0.41794871794871796,0.0766973195069458
0.26,0.41794871794871796,0.0761103502250049
0.27,0.41794871794871796,0.0761103502250049
0.28,0.41794871794871796,0.0761103502250049
0.29,0.41794871794871796,0.0761103502250049
0.3,0.41794871794871796,0.0761103502250049
0.31,0.34102564102564104,0.05947955390334572
0.32,0.34102564102564104,0.05947955390334572
0.33,0.34102564102564104,0.05947955390334572
0.34,0.3384615384615385,0.05850127176677754
0.35,0.3384615384615385,0.05850127176677754
0.36,0.3384615384615385,0.05850127176677754
0.37,0.3384615384615385,0.05850127176677754
0.38,0.3384615384615385,0.05850127176677754
0.39,0.3384615384615385,0.05850127176677754
0.4,0.3384615384615385,0.05850127176677754
0.41,0.2743589743589744,0.045783603991391114
0.42,0.2743589743589744,0.045783603991391114
0.43,0.2743589743589744,0.045783603991391114
0.44,0.2743589743589744,0.045783603991391114
0.45,0.2743589743589744,0.045783603991391114
0.46,0.2743589743589744,0.04558794756407748
0.47,0.2743589743589744,0.04558794756407748
0.48,0.2743589743589744,0.04558794756407748
0.49,0.2743589743589744,0.04558794756407748
0.5,0.2743589743589744,0.04558794756407748
0.51,0.2282051282051282,0.035022500489141066
0.52,0.2282051282051282,0.035022500489141066
0.53,0.2282051282051282,0.035022500489141066
0.54,0.2282051282051282,0.035022500489141066
0.55,0.2282051282051282,0.035022500489141066
0.56,0.2282051282051282,0.035022500489141066
0.57,0.2282051282051282,0.035022500489141066
0.58,0.2282051282051282,0.035022500489141066
0.59,0.2282051282051282,0.035022500489141066
0.6,0.2282051282051282,0.035022500489141066
0.61,0.19230769230769232,0.02915280766973195
0.62,0.19230769230769232,0.02915280766973195
0.63,0.19230769230769232,0.02915280766973195
0.64,0.19230769230769232,0.02915280766973195
0.65,0.19230769230769232,0.02915280766973195
0.66,0.19230769230769232,0.02915280766973195
0.67,0.18974358974358974,0.02915280766973195
0.68,0.18974358974358974,0.02915280766973195
0.69,0.18974358974358974,0.02915280766973195
0.7,0.18974358974358974,0.02915280766973195
0.71,0.15128205128205127,0.023283114850322834
0.72,0.15128205128205127,0.023283114850322834
0.73,0.15128205128205127,0.023283114850322834
0.74,0.15128205128205127,0.023283114850322834
0.75,0.15128205128205127,0.023283114850322834
0.76,0.15128205128205127,0.023283114850322834
0.77,0.15128205128205127,0.023283114850322834
0.78,0.15128205128205127,0.023283114850322834
0.79,0.15128205128205127,0.023283114850322834
0.8,0.15128205128205127,0.023283114850322834
0.81,0.10256410256410256,0.019565642731363724
0.82,0.10256410256410256,0.019565642731363724
0.83,0.10256410256410256,0.019565642731363724
0.84,0.10256410256410256,0.019565642731363724
0.85,0.10256410256410256,0.019565642731363724
0.86,0.10256410256410256,0.019565642731363724
0.87,0.10256410256410256,0.019565642731363724
0.88,0.10256410256410256,0.019565642731363724
0.89,0.10256410256410256,0.019565642731363724
0.9,0.10256410256410256,0.019565642731363724
0.91,0.06153846153846154,0.014478575621209158
0.92,0.06153846153846154,0.014478575621209158
0.93,0.06153846153846154,0.014478575621209158
0.94,0.06153846153846154,0.014478575621209158
0.95,0.06153846153846154,0.014478575621209158
0.96,0.06153846153846154,0.014478575621209158
0.97,0.06153846153846154,0.014478575621209158
0.98,0.06153846153846154,0.014478575621209158
0.99,0.06153846153846154,0.014478575621209158
1.0,0.06153846153846154,0.014478575621209158
1.01,0.0,0.0
