threshold,TPR,FPR
0.0,1.0,1.0
0.01,0.5991820040899796,0.15502734539335297
0.02,0.5991820040899796,0.15208245687841818
0.03,0.5991820040899796,0.15187210769877998
0.04,0.5971370143149284,0.14934791754312157
0.05,0.5971370143149284,0.1480858224652924
0.06,0.5971370143149284,0.1457719814892722
0.07,0.5971370143149284,0.14556163230963398
0.08,0.5971370143149284,0.1436684896928902
0.09,0.5971370143149284,0.1436684896928902
0.1,0.5971370143149284,0.143458140513252
0.11,0.47443762781186094,0.09970551114850652
0.12,0.47443762781186094,0.09970551114850652
0.13,0.47443762781186094,0.09970551114850652
0.14,0.47443762781186094,0.09970551114850652
0.15,0.47443762781186094,0.09823306689103913
0.16,0.47443762781186094,0.09802271771140092
0.17,0.47443762781186094,0.09676062263357173
0.18,0.47443762781186094,0.09676062263357173
0.19,0.47443762781186094,0.09676062263357173
0.2,0.47443762781186094,0.09676062263357173
0.21,0.40286298568507156,0.07803954564577198
0.22,0.40286298568507156,0.07803954564577198
0.23,0.40286298568507156,0.07803954564577198
0.24,0.40286298568507156,0.07803954564577198
0.25,0.40286298568507156,0.07803954564577198
0.26,0.40286298568507156,0.07698779974758098
0.27,0.40286298568507156,0.07698779974758098
0.28,0.40286298568507156,0.07698779974758098
0.29,0.40286298568507156,0.07698779974758098
0.3,0.40286298568507156,0.07698779974758098
0.31,0.3476482617586912,0.06394615061001262
0.32,0.3476482617586912,0.06394615061001262
0.33,0.3476482617586912,0.06394615061001262
0.34,0.3476482617586912,0.06331510307109803
0.35,0.3476482617586912,0.06331510307109803
0.36,0.3476482617586912,0.06331510307109803
0.37,0.3476482617586912,0.06331510307109803
0.38,0.3476482617586912,0.06331510307109803
0.39,0.3476482617586912,0.06331510307109803
0.4,0.3476482617586912,0.06331510307109803
0.41,0.2883435582822086,0.052166596550273454
0.42,0.2883435582822086,0.052166596550273454
0.43,0.2883435582822086,0.052166596550273454
0.44,0.2883435582822086,0.052166596550273454
0.45,0.2883435582822086,0.052166596550273454
0.46,0.2883435582822086,0.05153554901135886
0.47,0.2883435582822086,0.05153554901135886
0.48,0.2883435582822086,0.05153554901135886
0.49,0.2883435582822086,0.05153554901135886
0.5,0.2883435582822086,0.05153554901135886
0.51,0.2331288343558282,0.040597391670172484
0.52,0.2331288343558282,0.040597391670172484
0.53,0.2331288343558282,0.040597391670172484
0.54,0.2331288343558282,0.040597391670172484
0.55,0.2331288343558282,0.040597391670172484
0.56,0.2331288343558282,0.040597391670172484
0.57,0.2331288343558282,0.040597391670172484
0.58,0.2331288343558282,0.040597391670172484
0.59,0.2331288343558282,0.040597391670172484
0.6,0.2331288343558282,0.040597391670172484
0.61,0.20040899795501022,0.0340765671013883
0.62,0.20040899795501022,0.0340765671013883
0.63,0.20040899795501022,0.0340765671013883
0.64,0.20040899795501022,0.0340765671013883
0.65,0.20040899795501022,0.0340765671013883
0.66,0.1983640081799591,0.0340765671013883
0.67,0.1983640081799591,0.0340765671013883
0.68,0.1983640081799591,0.0340765671013883
0.69,0.1983640081799591,0.0340765671013883
0.7,0.1983640081799591,0.0340765671013883
0.71,0.16155419222903886,0.02902818679007152
0.72,0.16155419222903886,0.02902818679007152
0.73,0.16155419222903886,0.02902818679007152
0.74,0.16155419222903886,0.02902818679007152
0.75,0.16155419222903886,0.02902818679007152
0.76,0.16155419222903886,0.02902818679007152
0.77,0.16155419222903886,0.02902818679007152
0.78,0.16155419222903886,0.02902818679007152
0.79,0.16155419222903886,0.02902818679007152
0.8,0.16155419222903886,0.02902818679007152
0.81,0.12065439672801637,0.022928060580563736
0.82,0.12065439672801637,0.022928060580563736
0.83,0.12065439672801637,0.022928060580563736
0.84,0.12065439672801637,0.022928060580563736
0.85,0.12065439672801637,0.022928060580563736
0.86,0.12065439672801637,0.022928060580563736
0.87,0.12065439672801637,0.022928060580563736
0.88,0.12065439672801637,0.022928060580563736
0.89,0.12065439672801637,0.022928060580563736
0.9,0.12065439672801637,0.022928060580563736
0.91,0.08793456032719836,0.01703828355069415
0.92,0.08793456032719836,0.01703828355069415
0.93,0.08793456032719836,0.01703828355069415
0.94,0.08793456032719836,0.01703828355069415
0.95,0.08793456032719836,0.01703828355069415
0.96,0.08793456032719836,0.01703828355069415
0.97,0.08793456032719836,0.01703828355069415
0.98,0.08793456032719836,0.01703828355069415
0.99,0.08793456032719836,0.01703828355069415
1.0,0.08793456032719836,0.01703828355069415
1.01,0.0,0.0
