protein,vorffip
1ACB.E,0.6190476190476191
1ACB.I,0.6451612903225806
1AHW.A,0.6545454545454545
1AK4.A,0.5142857142857142
1AT3.A,0.5116279069767441
1ATN.A,0.653061224489796
1AVA.A,0.6938775510204082
1AVW.A,0.8085106382978724
1AVX.A,0.8085106382978724
1AVZ.B,0.2352941176470588
1AY7.A,0.5625
1AY7.B,0.5806451612903226
1B34.A,0.8717948717948718
1B3A.A,0.5454545454545454
1B5E.A,0.6461538461538462
1B6C.A,0.7894736842105263
1B7B.A,0.3728813559322034
1B8A.A,0.5274725274725274
1B8J.A,0.40860215053763443
1B9M.A,0.4444444444444444
1BGX.H,0.787878787878788
1BI7.A,0.2181818181818182
1BJN.A,0.5625
1BKD.R,0.23529411764705882
1BML.A,0.6545454545454545
1BO1.A,0.19999999999999998
1BRM.A,0.5813953488372093
1BUH.A,0.5581395348837209
1BVN.T,0.16666666666666666
1BYF.A,0.6
1C0F.S,0.21739130434782608
1CC0.A,0.4571428571428572
1CLI.A,0.6486486486486486
1CMB.A,0.5128205128205129
1CMX.A,0.4799999999999999
1CNZ.A,0.6666666666666666
1COZ.A,0.5294117647058825
1CP2.A,0.5238095238095238
1CQI.A,0.45833333333333326
1CSE.I,0.13333333333333333
1CVS.A,0.6341463414634146
1D09.A,0.5333333333333333
1DCE.A,0.8831168831168831
1DE4.E,0.909090909090909
1DFJ.E,0.09302325581395349
1DFJ.I,0.41509433962264153
1DHK.A,0.3666666666666667
1DOR.A,0.5818181818181818
1DOW.A,0.6511627906976745
1DQJ.A,0.5660377358490566
1E4K.C,0.358974358974359
1E6J.H,0.33333333333333337
1EAI.C,0.25806451612903225
1EFV.A,0.6444444444444444
1EG9.A,0.09230769230769231
1EMV.A,0.4571428571428572
1ETH.A,0.5833333333333334
1EUV.A,0.9454545454545454
1EXB.E,0.24000000000000002
1F34.A,0.8301886792452831
1F60.A,0.806451612903226
1F6Y.A,0.5416666666666666
1FC2.D,0.5128205128205129
1FFW.A,0.5
1FFW.B,0.6451612903225806
1FIN.A,0.4666666666666667
1FLE.E,0.5641025641025641
1FRV.A,0.5393258426966292
1FSS.A,0.27999999999999997
1GHQ.A,0
1GLA.F,0
1GPE.A,0.2857142857142857
1GUX.A,0.45
1GXD.A,0.03333333333333333
1GXD.C,0.43478260869565216
1H2A.L,0.1111111111111111
1HGX.A,0.27272727272727276
1HJR.A,0.3414634146341463
1HLU.A,0.3181818181818182
1HSS.A,0.2051282051282051
1I2M.A,0.8
1I8L.A,0.4444444444444445
1IRA.X,0.7083333333333334
1ISA.A,0.4444444444444444
1ITB.A,0.8235294117647058
1JIW.I,0.6842105263157895
1JIW.P,0.43636363636363634
1JKM.A,0.3333333333333333
1JPS.H,0.5098039215686275
1JTD.A,0.3902439024390244
1KAC.A,0.5
1KAC.B,0.6666666666666666
1KLU.D,0.358974358974359
1KPE.A,0.6666666666666667
1KTZ.A,0.4
1KXP.A,0.4615384615384615
1KXP.D,0.48387096774193544
1LFD.A,0.6666666666666666
1LUC.A,0.8064516129032259
1ML0.A,0
1MLC.A,0.5416666666666666
1MQ8.B,0.2631578947368421
1MSP.A,0.10810810810810811
1NSE.A,0.5753424657534247
1OFU.A,0.3255813953488372
1ONE.A,0.4776119402985075
1PDK.A,0.7857142857142857
1PNK.A,0.4587155963302752
1PP2.L,0.2380952380952381
1PVH.B,0.2857142857142857
1QA9.A,0
1QA9.B,0.052631578947368425
1QAE.A,0.0975609756097561
1QAV.A,0.7428571428571429
1QAX.A,0.49557522123893805
1QBI.A,0.07843137254901962
1QFE.A,0.2857142857142857
1QFH.A,0.6363636363636365
1QOR.A,0.6923076923076923
1REQ.A,0.5048543689320388
1RRP.A,0.6333333333333334
1S1Q.A,0.2222222222222222
1SMP.I,0.4571428571428571
1SMT.A,0.43478260869565216
1SOX.A,0.2033898305084746
1SPU.A,0.3421052631578948
1STF.E,0.15384615384615383
1T6B.X,0.15686274509803919
1T6B.Y,0.25
1TCO.A,0.6538461538461537
1TGS.I,0.12121212121212123
1TMQ.A,0.576923076923077
1TMQ.B,0.35897435897435903
1TRK.A,0.4761904761904762
1TX4.A,0.7727272727272727
1UEA.A,0.8333333333333333
1US7.A,0.17647058823529413
1US7.B,0.05555555555555556
1VFB.A,0.6511627906976745
1VLT.A,0.45
1VOK.A,0.34782608695652173
1WEJ.H,0.43478260869565216
1WGJ.A,0.5365853658536585
1WQ1.R,0
1XIK.A,0.5217391304347827
1XQS.A,0.2692307692307692
1XSO.A,0.43750000000000006
1YCS.A,0.5641025641025641
1YPI.A,0.6538461538461539
1YVE.I,0.09999999999999999
1ZBD.A,0.7999999999999999
1ZHH.A,0.26666666666666666
1ZHI.A,0.05405405405405406
1ZHI.B,0.24242424242424243
2A5T.A,0.2
2A5T.B,0.08888888888888889
2AAI.A,0.2545454545454545
2AE2.A,0.2916666666666667
2AJF.E,0.21052631578947367
2B42.A,0.23076923076923078
2B42.B,0.5416666666666666
2B4J.C,0.3333333333333333
2BTF.A,0.7058823529411764
2BTF.P,0.8372093023255813
2C0L.A,0.07999999999999999
2CFH.C,0.5555555555555556
2FD6.H,0.4897959183673469
2HDH.A,0.4680851063829787
2HHM.A,0.5490196078431373
2HLE.B,0.47368421052631576
2HQS.A,0.3137254901960785
2HRK.B,0.375
2J0T.A,0.3181818181818182
2J0T.D,0.6111111111111112
2NAC.A,0.5617977528089888
2O3B.A,0.18604651162790697
2PCB.A,0.3243243243243243
2PFL.A,0.49180327868852464
2PTC.I,0.21428571428571425
2SIC.E,0.7391304347826086
2SIC.I,0.6285714285714286
2UTG.A,0.6285714285714286
2VDB.A,0.04
2VIS.A,0.5106382978723404
2VXT.H,0.45833333333333337
2W9E.H,0.5384615384615384
3AAA.C,0.4
3BIW.A,0
3BX7.A,0.5116279069767441
3BX7.C,0.3
3C98.A,0.5
3DAW.A,0.4150943396226416
3DAW.B,0.5365853658536586
3EO1.A,0.3829787234042553
3EOA.L,0.4782608695652174
3F1P.A,0.48648648648648646
3F1P.B,0.3333333333333333
3G6D.L,0.5599999999999999
3HHR.A,0.6666666666666666
3HI6.X,0.44
3HMX.L,0.47058823529411753
3L5W.L,0.39999999999999997
3MXW.L,0.44897959183673464
3R9A.B,0.20833333333333331
3RVW.C,0.46808510638297873
3S9D.B,0.25
3SZK.E,0.3783783783783784
3TMK.A,0.4102564102564102
3V6Z.A,0.6428571428571428
3VLB.A,0.20833333333333331
3VLB.B,0.35555555555555557
4DN4.L,0.5416666666666667
4FQI.H,0.4782608695652174
4G6J.H,0.6399999999999999
4G6M.H,0.45833333333333326
4JCV.E,0.3
4M76.B,0.2631578947368421
4MDH.A,0.41379310344827586
4SGB.I,0.16
4XXH.A,0.7083333333333333
7CEI.A,0.7428571428571429
7CEI.B,0.5714285714285715
