threshold,TPR,FPR
0.0,1.0,1.0
0.01,1.0,1.0
0.02,1.0,1.0
0.03,0.9008097165991903,0.40881590319792566
0.04,0.8522267206477733,0.2646931719965428
0.05,0.8421052631578947,0.2445980985306828
0.06,0.8421052631578947,0.24027657735522903
0.07,0.8421052631578947,0.23854796888504753
0.08,0.8380566801619433,0.23336214347450301
0.09,0.7975708502024291,0.189066551426102
0.1,0.7834008097165992,0.17912705272255833
0.11,0.7530364372469636,0.16270527225583406
0.12,0.7408906882591093,0.15384615384615385
0.13,0.7105263157894737,0.13872082973206568
0.14,0.6842105263157895,0.12618841832324978
0.15,0.6659919028340081,0.1203543647363872
0.16,0.6538461538461539,0.11365600691443388
0.17,0.6518218623481782,0.11084701815038894
0.18,0.6417004048582996,0.10717372515125324
0.19,0.6417004048582996,0.10674157303370786
0.2,0.6234817813765182,0.10069144338807261
0.21,0.5890688259109311,0.08859118409680207
0.22,0.5708502024291497,0.08405358686257562
0.23,0.5263157894736842,0.06936041486603284
0.24,0.5060728744939271,0.06547104580812446
0.25,0.49190283400809715,0.06179775280898876
0.26,0.4757085020242915,0.056395851339671565
0.27,0.46356275303643724,0.05553154710458081
0.28,0.4493927125506073,0.049049265341400174
0.29,0.44129554655870445,0.046672428694900604
0.3,0.4068825910931174,0.043215211754537596
0.31,0.37044534412955465,0.03522039757994814
0.32,0.3481781376518219,0.031331028522039756
0.33,0.32186234817813764,0.028522039757994815
0.34,0.2935222672064777,0.024200518582541054
0.35,0.23076923076923078,0.018582541054451167
0.36,0.23076923076923078,0.018582541054451167
0.37,0.22267206477732793,0.017502160760587727
0.38,0.20850202429149797,0.016637856525496975
0.39,0.20850202429149797,0.016637856525496975
0.4,0.15384615384615385,0.010371650821089023
0.41,0.13562753036437247,0.009291270527225583
0.42,0.12955465587044535,0.00756266205704408
0.43,0.12753036437246965,0.00756266205704408
0.44,0.05263157894736842,0.003673292999135696
0.45,0.0,0.0
0.46,0.0,0.0
0.47,0.0,0.0
0.48,0.0,0.0
0.49,0.0,0.0
0.5,0.0,0.0
0.51,0.0,0.0
0.52,0.0,0.0
0.53,0.0,0.0
0.54,0.0,0.0
0.55,0.0,0.0
0.56,0.0,0.0
0.57,0.0,0.0
0.58,0.0,0.0
0.59,0.0,0.0
0.6,0.0,0.0
0.61,0.0,0.0
0.62,0.0,0.0
0.63,0.0,0.0
0.64,0.0,0.0
0.65,0.0,0.0
0.66,0.0,0.0
0.67,0.0,0.0
0.68,0.0,0.0
0.69,0.0,0.0
0.7,0.0,0.0
0.71,0.0,0.0
0.72,0.0,0.0
0.73,0.0,0.0
0.74,0.0,0.0
0.75,0.0,0.0
0.76,0.0,0.0
0.77,0.0,0.0
0.78,0.0,0.0
0.79,0.0,0.0
0.8,0.0,0.0
0.81,0.0,0.0
0.82,0.0,0.0
0.83,0.0,0.0
0.84,0.0,0.0
0.85,0.0,0.0
0.86,0.0,0.0
0.87,0.0,0.0
0.88,0.0,0.0
0.89,0.0,0.0
0.9,0.0,0.0
0.91,0.0,0.0
0.92,0.0,0.0
0.93,0.0,0.0
0.94,0.0,0.0
0.95,0.0,0.0
0.96,0.0,0.0
0.97,0.0,0.0
0.98,0.0,0.0
0.99,0.0,0.0
1.0,0.0,0.0
1.01,0.0,0.0
